Text,label 1,label 2,accident_predicted,ner_locations
তিন দিন আগে তিন্দু শাংগু নদি লাংলক ঝর্ণা ঘুরি আসছি,0,normal,0,[]
"অসাধারণ পাহাড়ী জনপদ। পাহাড়, ঝর্ণার অপূর্ব সৌন্দর্য। পাহাড়ী মানুষের জীবন, পাহাড় ও প্রকৃতির মিলনমেলার অন্যরকম মুগদ্ধতা। শুভকামনা রইল।",0,normal,0,[]
ওখানে বাংলাদেশের সাধারণ মানুষের জান মালের নিরাপদ নেই।পাহাড়ি রা অনেক ভয়ংকর।,0,normal,0,[]
"আমার বাড়ি খাগড়াছড়ি,,, আমি খাগড়াছড়ির মেয়ে,আমার জেলা আমার গরভো।",0,normal,0,['ডা']
আমি খাগড়াছড়ি থেকে আমি এই জায়গা গুলোতে অনেক বার গিয়েছি আর অনেক ভালো লাগে আমি আমার জেলাকে অনেক বেশি পছন্দ করি। আমি আগে বলতাম খাগড়াছড়ি মানুষের এত ভালো লাগে কেন?এবার বুঝি আসলে শহরের জীবন থেকে প্রাকৃতিক জীবন যাপন করা অনেক ভালো আর অনেক মজা। আগে বলতাম ঢাকায় যাবো। কিন্তু এখন যত ঢাকায় চলে যাওয়ার সময় আসছে ততো কষ্ট লাগছে,0,normal,0,"['খাগ', 'ডা', 'ডি', 'আগে', 'বলতাম']"
পাহাড়ের অপরূপ সৌন্দর্য জায়গা খাগড়াছড়ি। আপনার ভিডিওর মাধ্যমে আরো সুন্দর দেখা গেছে খাগড়াছড়ি কে,0,normal,0,"['খাগ', 'ডা', 'ডি']"
"আমি ২৩ সালে খাগড়াছড়ি গেছিলাম, শুধু আলুটিলা গুহা দেখছিলাম। আসলে ভ্রমণ স্পট সম্পর্কে ধারণা ছিলো না তাই কিছু না দেখেই চলে আসছি",0,normal,0,"['সালে', 'খাগ', 'ডা', 'ডি', 'আল', 'টিলা']"
Homeland dekhe Mon ta juriye jai.... But.. Akono porjonto hati matha jaowa hoi ni,0,normal,0,[]
আমি খাগরাছরি বান্দরবান রাঙ্গমাটি ককছোবাজার সেন্টমাটির দিপ দশদিনের সফরে গিয়াছিলাম,0,normal,0,"['খাগ', 'রা', 'রি', 'বান', 'দর']"
আমার এখনো মনে আছে 2010 সালে আমার ফোফাতো ভাই সোহেল রানার সাথে অনেক দিন এই জায়গা গোলো ঘোড়ে ঘোড়ে দেখছিলাম তার বাড়ি খাগড়াছড়ি মাইথছড়ি থেকে ভিতরে থলি পাড়া।,0,normal,0,"['তার', 'বা', 'ডি', 'খাগ', 'ডা', 'মাই']"
আমি খাগড়াছড়ির বসবাস করি। আসলে খুব সুন্দর আমার প্রিয় খাগড়াছড়ি।,0,normal,0,"['খাগ', 'ডা', 'ডি']"
আলুটিলা গিয়েছিলাম কিন্তু স্বর্গের সিঁড়ি যে কোন জায়গায় তা দেখি নাই বলে মিস করছি,0,normal,0,"['আল', 'টিলা']"
আমিও আলুটিলা গোহাটি গেছি ঝরনা দেখেছি ঠান্ডা পানি খেয়েছি হাহা আমিও তুমি আলোর ছিড়া দেখি দেখেছি,0,normal,0,"['আমিও', 'আল', 'টিলা']"
"খাগড়াছড়ি অনেক সুন্দর প্রকৃতির অপরুপ দৃশ্য, দেখে আমি জায়গা ঘর কিনেছি, বিদেশ থেকে ছুটিতে গেলে ঘরে যায় প্রকৃতির সাথে মিশতে",0,normal,0,"['খাগ', 'ডা', 'ডি']"
"আমার নানু বাড়ি খাগড়াছড়ি আমি কালকে গেছিলাম ভাই। পায়ের অবস্থা খারাপ হয়ে যায় হাতির মাথা সিরি, ওখানে সিরি ছাড়া আর কিছুই নাই",0,normal,0,"['খাগ', 'ডা', 'ডি']"
আমি হাগড়াছড়িতে অনেক দিন ছিলাম। এই ছেলেটি দেখতে অত্যন্ত সুন্দর এবং মানুষগুলো ভালো। আপনারা যারা ভ্রমণ করতে পছন্দ করেন তারা খাগড়াছড়ি ও রাঙ্গামাটিতে ভ্রমন করতে পারেন।,0,normal,0,"['হাগ', 'ডা', 'ডি', 'খাগ']"
"পার্বত্য জেলার মধ্যে খাগড়াছড়ি কেন জানি সব সময় পিচিয়ে এবং অবহেলিত , অথচ আমাদের খাগড়াছড়িতে সমতল, উঁচু পাহাড়, ছোট পাহাড় , ঝর্ণা সবই আছে । শুধুমাত্র এগুলিকে টুরিস্ট স্পট বা বাণিজ্যিকভাবে ব্যবহার করার মত মানুষ নেই । যেমন আপনার কথাই ধরুন আপনিও শুধুমাত্র হাতেগোনা জায়গাই গিয়েছেন , এটাই স্বাভাবিক , কিন্তু খাগড়াছড়ি আয়তন 2700 বর্গ কিলোমিটার , আপনি যদি বান্দরবনের মত বড় পাহাড়ের স্বাদ পেতে চান তাহলে লক্ষীছড়ি মহালছড়ির মাঝামাঝি উঁচু পাহাড় রেঞ্জে যেতে পারেন , যদিও সেখানে যাওয়ার ব্যবস্থা নেই",0,normal,0,"['খাগ', 'ডা', 'ডি', 'আমাদের']"
সুন্দর লাগলো। এরকম পাহাড়ে আমিও অনেকবার উঠেছি ভিডিও তৈরির জন্য রাঙামাটির গহীন এলাকায়। তবে বেশি খাড়া ছিলো শুভলং টি এন্ড টি পাহাড়। স্বর্গের সিঁড়িতে এ বছর যাবো হয়তো। দেখি কবে সিডিউল করতে পারি।,0,normal,0,['রাঙামাটির']
খাগড়াছড়ির চেঙ্গী নদীপাড়ে পাহাড়ীদের পানছড়ি বাজার,0,normal,0,"['নদী', 'পা', 'ডে', 'হা', 'ডী', 'দের', 'পান', 'ডি']"
2009 সালে আমি আমার বাবার চাকরি সূত্রে এখানে ছিলাম।আমার বাবা ছিলেন সেনাবাহিনী।ঐ খানে উপজেলার পাশে একটা কোয়ার্টার ছিলো।ঐ খানে আমরা থাকতাম।সামনেই ছিল আনসার ক্যাম্প।পাশে চিংঙি নদী।এখনো সেখানে যেত ইচ্ছা করে।কেউ যদি থাকেন সেই কোয়ার্টার চিনেন তাহলে একটু ভিডিও করে পাঠাবেন প্লিজ,0,normal,0,[]
সেটেলার বাংগালীরা না থাকলে পার্বত্য চট্টগ্রাম আরো কত সুন্দর হতো,0,normal,0,[]
শিতের সময় খাগড়াছড়িতে গিয়ে নদীতে হাটার সুযোগ হয়েছিল ।,0,normal,0,"['সময', 'খাগ', 'ডা', 'ডি']"
"পানছড়ি বাজারের বর্ণনা সত্যিই মন ভরে দেয়। চেঙ্গী নদীর শান্ত স্রোত, পাশে সবুজ পাহাড়, আর নানা জনগোষ্ঠীর মানুষের সরল জীবনযাপন এক সুন্দর পরিবেশ তৈরি করে। এমন বৈচিত্র্যে ভরা পাহাড়ি বাজার মনে অনায়াসে জায়গা করে নেয়।",0,normal,0,"['পান', 'ডি']"
গুইমারার বুদুংপাড়ায় নিয়ন্ত্রণ হারিয়ে একটি যানবাহন পাহাড়ে আঘাত করেছে।,1,road accident,1,"['ইম', 'ারা']"
তীব্র বাঁকে দুর্ঘটনার কবলে পড়ে পাহাড়ে ধাক্কা লাগে গাড়িটির গুইমারার বুদংপাড়ায়,1,road accident,1,"['ইম', 'ারা']"
খাগড়াছড়িতে গুইমারার বুদংপাড়ায় সড়কের বাঁকে নিয়ন্ত্রণ হারিয়ে দুর্ঘটনার ঘটনা ঘটেছে।,1,road accident,1,"['খাগ', 'ডা', 'ডি', 'ইম', 'ারা']"
Guimarar Budungparay tibro bake niyontron hariye pahare dhakka diyeche gari.,1,road accident,1,[]
Guimara Budungpara area te sharp turn e control hariye vehicle pahare crash koreche.,1,road accident,1,[]
থানচিতে শিশু ধর্ষণের ঘটনায় এক অভিযুক্তকে আটক করেছে পুলিশ।,1,crime,1,['থানচি']
পাহাড়ি শিশুকে ধর্ষণের অভিযোগে থানচিতে একজনকে গ্রেপ্তার করা হয়েছে।,1,crime,1,['থানচি']
থানচিতে শিশু নির্যাতনের ঘটনায় এলাকায় চাঞ্চল্যের সৃষ্টি হয়েছে।,1,crime,1,['থানচি']
Thanchi te sare 5 bochorer ek pahari shishu dhorshoner shikar hoyeche.,1,crime,1,[]
Thanchi te child rape case e accused ke police arrest koreche.,1,crime,1,[]
সাপছড়িতে যাত্রীবাহী বাস দুর্ঘটনার পর চালক-সহকারী পালিয়ে গেছে।,1,road accident,1,"['সাপ', 'ডি']"
সাপছড়িতে পাহাড়িকা বাস উল্টে দুর্ঘটনায় একাধিক যাত্রী আহত হয়েছেন।,1,road accident,1,"['সাপ', 'ডি']"
সাপছড়িতে বাস দুর্ঘটনার ঘটনায় আহতদের উদ্ধার করে হাসপাতালে পাঠানো হয়েছে।,1,road accident,1,"['সাপ', 'ডি']"
Sapchari te Paharika bus durghotonay ahoto hoyechen onek jatri.,1,road accident,1,[]
Sapchari te passenger bus accident er por driver ar helper paliye geche.,1,road accident,1,[]
দীঘিনালা-খাগড়াছড়ি সড়কে সংস্কারকাজের কারণে বাড়ছে দুর্ঘটনার ঝুঁকি।,0,normal,1,"['দীঘিনালা', 'খাগ', 'ডা', 'ডি']"
দীঘিনালায় রাস্তার পাশে বালু ভরাট অংশে গাড়ি উঠানামা করতে গিয়ে দুর্ঘটনার শিকার হচ্ছেন চালকরা।,0,normal,0,['দীঘিনালা']
সড়ক প্রশস্তকরণের কাজের কারণে দীঘিনালা সড়কে চলাচলে দুর্ভোগ তৈরি হয়েছে।,0,normal,1,['দীঘিনালা']
Dighinala-Khagrachari soroke balu vhorater karone durghotona ghotche.,0,normal,1,[]
Dighinala-Khagrachari road widening kaj er karone accident risk bere geche.,0,normal,0,[]
সাপছড়িতে বাস দুর্ঘটনায় আহত যাত্রীদের হাসপাতালে ভর্তি করা হয়েছে।,1,road accident,1,"['সাপ', 'ডি']"
রাঙ্গামাটিতে যাত্রীবাহী বাস উল্টে বেশ কয়েকজন আহত হয়েছেন।,1,road accident,1,[]
Rangamati Sapchari te jatribahi bus ulte bhoyaboh durghotona ghoteche.,1,road accident,1,[]
Rangamati Sapchari te passenger bus overturn kore serious accident hoyeche.,1,road accident,1,[]
কাউখালীতে বন্য হাতির হামলায় নিহত মেশি মারমার পরিবারকে আর্থিক সহায়তা দিয়েছে বনবিভাগ।,1,wildlife attack,1,['কাউখালী']
কাউখালীতে হাতির আক্রমণে প্রাণ হারানো ব্যক্তির পরিবারকে ৩ লাখ টাকা প্রদান করা হয়েছে।,1,wildlife attack,1,['কাউখালী']
বন্য হাতির আক্রমণের ঘটনায় কাউখালীতে ক্ষতিগ্রস্ত পরিবারকে সহায়তার উদ্যোগ নিয়েছে বনবিভাগ।,1,wildlife attack,1,['কাউখালী']
Kaukhali te bonno hatir akromone nihoto Meshi Marmar poribarke 3 lakh taka onudan diyeche bon bibhag.,1,wildlife attack,1,[]
Kaukhali te wild elephant attack e nihoto poribar ke 3 lakh taka assistance diyeche forest department.,1,wildlife attack,1,[]
রাঙামাটিতে হাতির আক্রমণে প্রাণ হারিয়েছেন এক কৃষক।,1,wildlife attack,1,['রাঙামাটিতে']
বন্য হাতির হামলায় রাঙামাটির এক কৃষকের মর্মান্তিক মৃত্যু হয়েছে।,1,wildlife attack,1,['রাঙামাটির']
হাতির আক্রমণের ঘটনায় এলাকায় আতঙ্ক ছড়িয়ে পড়েছে রাঙ্গামাটিতে।,1,wildlife attack,1,[]
Rangamati te bonno hatir akromone ek krishoker mrityu hoyeche.,1,wildlife attack,1,[]
Rangamati te wild elephant attack e ek farmer mara gechen.,1,wildlife attack,1,[]
কাপ্তাই হ্রদে নৌকা ডুবে যাওয়ার পর উদ্ধার অভিযান চালিয়েছে সেনাবাহিনী।,1,waterway,1,"['কাপ', 'তাই', 'হর', 'দে']"
কাপ্তাই হ্রদে নৌকাডুবির ঘটনায় সেনাবাহিনীর সদস্যরা সফলভাবে উদ্ধারকাজ সম্পন্ন করেছেন।,1,waterway,1,"['কাপ', 'তাই', 'হর', 'দে']"
কাপ্তাই হ্রদে দুর্ঘটনার পর উদ্ধার অভিযানে সক্রিয় ছিল সেনাবাহিনী।,1,waterway,1,"['কাপ', 'তাই', 'হর', 'দে']"
Kaptai hrode noukadubir ghotonay senabahinir uddhar obhijan sofol hoyeche.,1,waterway,1,[]
Kaptai lake e boat capsize er por army successful rescue operation chaliyeche.,1,waterway,1,[]
কাপ্তাই লেকে ঝড়ের মধ্যে নৌকা ডুবে গেলেও একটি পরিবার অল্পের জন্য রক্ষা পেয়েছে।,1,waterway,1,"['কাপ', 'তাই']"
রাঙামাটিতে ঝড়ের কারণে নৌকাডুবির ঘটনায় তিনজনকে জীবিত উদ্ধার করা হয়েছে।,1,waterway,1,['রাঙামাটিতে']
কাপ্তাই লেকে বৈরী আবহাওয়ার মধ্যে নৌদুর্ঘটনায় আতঙ্ক ছড়িয়ে পড়ে।,1,waterway,1,"['কাপ', 'তাই']"
Jhorer kobole pore Kaptai lake e noukadubi holeo poribarer 3 jon beche firechen.,1,waterway,1,[]
Storm er moddhe Kaptai lake e boat accident holeo family ta safe vabe rescue hoyeche.,1,waterway,1,[]
জালিয়াপাড়া-রামগড় সড়কের চাষীনগর এলাকায় শ্যামলী পরিবহনের নৈশকোচের খোলা দরজার আঘাতে শাহ আলম নামে এক ব্যক্তি নিহত ও তিনজন আহত হয়েছেন।,1,road accident,1,[]
রামগড় সড়কে বাসের খোলা দরজার আঘাতে একজন নিহত হওয়ার ঘটনা ঘটেছে।,1,road accident,1,[]
জালিয়াপাড়া-রামগড় সড়কের চাষীনগর এলাকায় ঢাকাগামী নৈশকোচের দরজার ধাক্কায় রাস্তার পাশে দাঁড়িয়ে থাকা কয়েকজন যাত্রী আহত হয়েছেন।,1,road accident,1,[]
Jaliapara-Ramgarh soroke bus er khola dorjar aghate ekjon nihoto hoyechen.,1,road accident,1,[]
Ramgarh road e night coach er open door hit kore 1 jon mara gechen ar 3 jon injured.,1,road accident,1,[]
রাঙামাটিতে কালবৈশাখীর ভয়াবহ রূপে জেলা কারাগারের সামনে একটি বিশাল গাছ ধসে পড়েছে।,1,natural disaster,1,['রাঙামাটিতে']
কালবৈশাখী ঝড়ে রাঙামাটি জেলা কারাগারের সামনে বড় গাছ উপড়ে পড়ে গেছে।,1,natural disaster,1,['রাঙামাটি']
রাঙামাটিতে ভয়াবহ ঝড়ের কারণে কারাগারের সামনের গাছ ভেঙে পড়েছে।,1,natural disaster,1,['রাঙামাটিতে']
প্রবল কালবৈশাখীর তাণ্ডবে জেলা কারাগারের সামনে গাছ ধসে পড়ে যান চলাচলে বিঘ্ন ঘটে।,1,natural disaster,1,[]
Rangamati te kalboishakhir bhoyaboh rupe jela karagarer samne bishal gach dhose poreche.,1,natural disaster,1,[]
Rangamati te severe Kalboishakhi storm e jail er samne huge tree pore geche.,1,natural disaster,1,[]
রামগড়ে সেনাবাহিনীর অভিযানে ইউপিডিএফের তিন সদস্যকে আটক করা হয়েছে।,1,crime,1,[]
খাগড়াছড়ির রামগড়ে অভিযান চালিয়ে একটি একে-২২ রাইফেলসহ তিনজনকে গ্রেপ্তার করেছে সেনাবাহিনী।,1,crime,0,[]
সেনাবাহিনীর অভিযানে রামগড় এলাকায় অস্ত্রসহ তিন সন্ত্রাসী আটক হওয়ার খবর পাওয়া গেছে।,1,crime,1,[]
Khagrachharir Ramgore senabahinir obhijane 3 shontrashi atk ebong AK-22 rifle uddhar kora hoyeche.,1,crime,0,[]
Ramgor e army operation e 3 shontrashi arrested ebong AK-22 rifle recover kora hoyeche.,1,crime,0,[]
নাইক্ষ্যংছড়িতে অস্ত্রধারী সন্ত্রাসীদের বিরুদ্ধে এক কৃষককে অপহরণের অভিযোগ উঠেছে।,1,crime,1,"['নাই', 'কষ', 'ডি']"
নাইক্ষ্যংছড়িতে সশস্ত্র দুর্বৃত্তদের হাতে এক কৃষক অপহৃত হয়েছেন বলে অভিযোগ পাওয়া গেছে।,1,crime,1,"['নাই', 'কষ', 'ডি']"
অস্ত্রধারী সন্ত্রাসীরা এক কৃষককে তুলে নিয়ে গেছে বলে অভিযোগ স্থানীয়দের।,1,crime,1,[]
নাইক্ষ্যংছড়িতে কৃষক অপহরণের ঘটনায় এলাকায় আতঙ্ক বিরাজ করছে।,1,crime,1,"['নাই', 'কষ', 'ডি']"
Naikhyongchhari te ostrodhari shontrashira ek krishok ke ophoron koreche bole obhijog utheche.,1,crime,1,[]
Naikhyongchhari te armed group er biruddhe ek farmer kidnapping er obhijog utheche.,1,crime,1,[]
রাঙামাটিতে গোসল করতে নেমে ৭/৮ বছরের এক ছেলে পানিতে ডুবে যায়। পরে তাকে উদ্ধার করে রাঙামাটি সদর হাসপাতালে নেওয়া হয়েছে।,1,waterway,1,"['রাঙামাটিতে', 'রাঙামাটি']"
রাঙামাটিতে পানিতে ডুবে এক শিশুকে গুরুতর অবস্থায় সদর হাসপাতালে ভর্তি করা হয়েছে।,1,waterway,1,['রাঙামাটিতে']
"গোসল করতে নেমে পানিতে তলিয়ে যায় এক শিশু, পরে স্থানীয়রা তাকে উদ্ধার করেন।",1,waterway,1,[]
রাঙামাটিতে ডুবে যাওয়া শিশুকে প্রায় ২৫ মিনিট পর উদ্ধার করা হয়েছে।,1,waterway,1,['রাঙামাটিতে']
"Rangamati te gosol korte neme ek chhele panite dube geche, pore hospital e neya hoyeche.",1,waterway,1,[]
"Rangamati te bathing korte neme ek child panite dube jay, pore hospital e neya hoyeche.",1,waterway,1,[]
রেইছা এলাকায় আমবাহী গাড়ি দুর্ঘটনায় চারজন আহত হয়েছেন।,1,road accident,1,[]
বান্দরবান-রেইছা সড়কে গাড়ি উল্টে কয়েকজন যাত্রী গুরুতর আহত হয়েছেন।,1,road accident,1,"['বান', 'দর']"
আম পরিবহনকারী গাড়ি উল্টে রেইছায় আহত হয়েছেন চার ব্যক্তি।,1,road accident,1,[]
Bandarban theke jawar shomoy Reicha te amer gari ulte 4 jon gurutor ahoto hoyechen.,1,road accident,1,[]
Reicha area te mango truck overturn kore 4 jon seriously injured hoyechen.,1,road accident,1,[]
বাঘমারা বাজারে ভয়াবহ অগ্নিকাণ্ডে বহু দোকান ও ঘরবাড়ি পুড়ে গেছে।,1,natural disaster,1,[]
বান্দরবানে আগুনের ঘটনায় ৫০টি দোকান ও বসতঘর ক্ষতিগ্রস্ত হয়েছে।,1,natural disaster,1,"['বান', 'দর']"
বাঘমারা বাজারের ভয়াবহ আগুনে ব্যবসায়ীদের ব্যাপক ক্ষয়ক্ষতি হয়েছে।,1,natural disaster,1,[]
Bandarbaner Baghmara bazare agune 50ti dokan o bostoghor pure geche.,1,natural disaster,1,[]
Baghmara bazar e huge fire incident e 50 ta shop ar house damage hoyeche.,1,natural disaster,1,[]
মাটিরাঙ্গায় সংঘবদ্ধ ধর্ষণের অভিযোগে দুইজনকে গ্রেপ্তার করেছে পুলিশ।,1,crime,1,"['মাটির', 'গা']"
খাগড়াছড়ির মাটিরাঙ্গায় ধর্ষণ মামলায় দুই যুবক আটক হলেও আরও দুইজন পলাতক রয়েছে।,1,crime,1,"['মাটির', 'গা']"
সংঘবদ্ধ ধর্ষণের ঘটনায় মাটিরাঙ্গা এলাকায় অভিযান চালিয়ে দুইজনকে আটক করা হয়েছে।,1,crime,1,"['মাটির', 'গা']"
Khagrachharir Matirangay songhoboddho dhorshoner ghotonay dui jubok atk hoyeche.,1,crime,1,[]
"Matiranga te gang rape case e 2 jon arrested, aro 2 jon absconding ache.",1,crime,1,[]
মানিকছড়িতে পিকআপ ও শান্তি এক্সপ্রেস বাসের সংঘর্ষে কয়েকজন যাত্রী আহত হয়েছেন।,1,road accident,1,"['মানিক', 'ডি']"
খাগড়াছড়ি-চট্টগ্রাম সড়কে ভয়াবহ দুর্ঘটনায় পিকআপ চালক গুরুতর আহত হয়েছেন।,1,road accident,1,[]
তিনট্যহরী গুচ্ছগ্রাম এলাকায় বাস ও পিকআপের মুখোমুখি সংঘর্ষে হতাহতের ঘটনা ঘটেছে।,1,road accident,1,[]
Manikchari te pickup o Shanti Express er mukhomukhi songhorshe onekei ahoto hoyechen.,1,road accident,1,[]
Khagrachhari-Chattogram highway te pickup ar Shanti Express collision e several passenger injured hoyechen.,1,road accident,1,[]
আমতলী এলাকায় ঝড়ের সময় আহত হয়েছে এক কিশোর।,1,natural disaster,1,[]
রাঙামাটিতে বৈরী আবহাওয়ার মধ্যে ঝড়ে এক কিশোর আহত হওয়ার খবর পাওয়া গেছে।,1,natural disaster,1,['রাঙামাটিতে']
ঝড়ের আঘাতে আমতলীতে এক কিশোর গুরুতর আহত হয়েছে।,1,natural disaster,1,[]
Rangamatir Amtolite jhorer kobole pore ek kishor ahoto hoyeche.,1,natural disaster,1,[]
Amtoli area te storm er karone ek teenager injured hoyeche.,1,natural disaster,1,[]
"রাঙামাটিতে ঝড়ে আমগাছ চাপা পড়ে এক কিশোর আহত হয়েছে, তাকে চট্টগ্রামে রেফার করা হয়েছে।",1,natural disaster,1,['রাঙামাটিতে']
রাঙামাটিতে ঝড়ে গাছের নিচে চাপা পড়ে গুরুতর আহত হয়েছে এক কিশোর।,1,natural disaster,1,['রাঙামাটিতে']
"Rangamati te jhore amgach chapa pore ek kishor ahoto hoyeche, Chattogram e refer kora hoyeche.",1,natural disaster,1,[]
Rangamati te storm e mango tree chapa pore ek teenager injured hoye Chattogram e refer hoyeche.,1,natural disaster,1,[]
সাজেকে বজ্রপাতের ঘটনায় তিন মাস বয়সী শিশুসহ কয়েকজন হতাহত হয়েছেন।,1,natural disaster,1,['সাজেক']
রাঙামাটির সাজেক এলাকায় বজ্রপাতে এক শিশুর প্রাণহানি ও পাঁচজন আহত হওয়ার খবর পাওয়া গেছে।,1,natural disaster,1,"['রাঙামাটির', 'সাজেক']"
"বজ্রপাতের ঘটনায় সাজেকে শোকের ছায়া নেমে এসেছে, আহত হয়েছেন আরও পাঁচজন।",1,natural disaster,1,['সাজেক']
"Sajek e bojropate 3 mash boyoshi ek shishur mrityu hoyeche, ahoto 5.",1,natural disaster,1,[]
"Sajek e lightning strike e 3 month boyoshi baby mara geche, aro 5 jon injured.",1,natural disaster,1,[]
আজ কাঠালতলী রাঙামাটি সড়কের বাইক দুর্ঘটনার সিসিটিভি ফুটেজ প্রকাশ পেয়েছে।,1,road accident,1,['রাঙামাটি']
কাঠালতলী সড়কে মোটরসাইকেল দুর্ঘটনার ভিডিও সামাজিক মাধ্যমে ছড়িয়ে পড়েছে।,1,road accident,1,[]
রাঙামাটির কাঠালতলী এলাকায় বাইক দুর্ঘটনার সিসিটিভি ফুটেজ সামনে এসেছে।,1,road accident,1,['রাঙামাটির']
সড়ক দুর্ঘটনার মুহূর্তের ভিডিও দেখে আতঙ্কিত স্থানীয়রা।,1,road accident,1,[]
Kathaltoli Rangamati soroke bike durghotonar CCTV footage prokash peyechhe.,1,road accident,1,[]
Kathaltoli road e bike accident er CCTV footage viral hoyeche.,1,road accident,1,[]
দীঘীনালায় মাইনি নদী থেকে ৭ বছরের শিশু সুগেন চাকমার মরদেহ উদ্ধার করেছে রাঙামাটি ডুবুরি ইউনিট।,1,waterway,1,['রাঙামাটি']
মাইনি নদী থেকে নিখোঁজ শিশুর মরদেহ উদ্ধার করেছে ডুবুরি দল।,1,waterway,1,[]
দীঘীনালায় নদীতে ডুবে যাওয়া শিশু সুগেন চাকমার মরদেহ পাওয়া গেছে।,1,waterway,1,[]
রাঙামাটি ডুবুরি ইউনিট অভিযান চালিয়ে শিশুটির মরদেহ উদ্ধার করেছে।,1,waterway,1,['রাঙামাটি']
Dighinalay Maini nodi theke 7 bochorer shishu Sugen Chakmar mordeh uddhar kora hoyeche.,1,waterway,1,[]
Dighinala te Maini river theke 7 bochorer child er dead body recover koreche diver unit.,1,waterway,1,[]
পানছড়িতে বজ্রপাতের ঘটনায় এক স্কুলছাত্রীর মৃত্যু হয়েছে।,1,natural disaster,1,"['পান', 'ডি']"
পানছড়ি এলাকায় বজ্রপাতে পরিবারে নেমে এসেছে শোক।,1,natural disaster,1,"['পান', 'ডি']"
"Panchhari te bojropate ponchom shrenir ek chatrir mrityu hoyeche, ahoto pita.",1,natural disaster,1,[]
"Panchhari te lightning strike e class five er ek student mara geche, tar baba injured.",1,natural disaster,1,[]
রাঙামাটি সদরে কালবৈশাখী ঝড়ের তাণ্ডবে নিমগাছ উপড়ে বসতবাড়ি ও বিদ্যুৎ লাইন ক্ষতিগ্রস্ত হয়েছে।,1,natural disaster,1,['রাঙামাটি']
কালবৈশাখী ঝড়ে রাঙামাটি সদরের বিভিন্ন এলাকায় ব্যাপক ক্ষয়ক্ষতি হয়েছে।,1,natural disaster,1,['রাঙামাটি']
রাঙামাটি সদরে ঝড়ের তাণ্ডবে বিদ্যুৎ লাইন বিচ্ছিন্ন হয়ে পড়েছে।,1,natural disaster,1,['রাঙামাটি']
Rangamati sodore kalboishakhi jhore nim gach upore bari o bidyut line khotigrasto hoyeche.,1,natural disaster,1,[]
Rangamati sadar e storm e tree pore house ar electric line damage hoyeche.,1,natural disaster,1,[]
কর্ণফুলী নদীতে গোসল করতে নেমে এক শিশুর মর্মান্তিক মৃত্যু হয়েছে।,1,waterway,1,[]
কাপ্তাইয়ে নদীতে ডুবে নাতির মৃত্যুতে পরিবারে শোকের ছায়া নেমে এসেছে।,1,waterway,1,"['কাপ', 'তাই']"
Kaptai Karnaphuli nodite dadar sathe gosol korte giye natir mrityu hoyeche.,1,waterway,1,[]
Kaptai Karnaphuli river e dada er sathe bathing korte giye grandson mara geche.,1,waterway,1,[]
রাঙামাটির কাপ্তাইয়ের জীবতলী রোডটি বিপদজনক আঁকাবাঁকা পথ ও বন্য হাতির চলাচল এলাকার জন্য পরিচিত।,0,normal,0,"['রাঙামাটির', 'কাপ', 'তাই']"
"Bipodjonok akabaka rasta ebong bonno hatir zone, Jibatoli Road, Kaptai, Rangamati.",0,normal,0,[]
Kaptai er Jibatoli Road e dangerous winding road ebong wild elephant zone royeche.,0,normal,0,[]
কাপ্তাইয়ের জীবতলী সড়কে আঁকাবাঁকা পথ ও বন্য হাতির উপস্থিতির কারণে চলাচলে সতর্কতা প্রয়োজন।,0,normal,0,"['কাপ', 'তাই']"
বাংলাদেশের পার্বত্য এলাকায় বিলুপ্তপ্রায় চিতাবাঘের উপস্থিতির প্রমাণ মিলেছে।,0,normal,0,[]
Obosheshe Bangladesher parbotto oncholer biluptopray chitabagher ostittwer proman pawa geche.,0,normal,0,[]
Bangladesher hill area te endangered leopard er existence er proof pawa geche.,0,normal,0,[]
পার্বত্য অঞ্চলে চিতাবাঘের অস্তিত্বের নতুন প্রমাণ গবেষক ও বনপ্রেমীদের মধ্যে আশার সঞ্চার করেছে।,0,normal,0,[]
"বাংলা নববর্ষ ১৪৩৩ উপলক্ষে রাঙামাটির ভেদভেদী জেলা সরকারি গণগ্রন্থাগারে কুইজ, রচনা ও চিত্রাঙ্কন প্রতিযোগিতার আয়োজন করা হয়েছে।",0,normal,0,['রাঙামাটির']
"Bangla Noboborsho 1433 uplokkhe Rangamatir Bhedbhedi jela sorkari gonogronthagare quiz, rochona o chitroankon protijogita onusthito hobe.",0,normal,0,[]
"Bangla Noboborsho uplokkhe Rangamati te quiz, essay writing ebong drawing competition ayojon kora hoyeche.",0,normal,0,[]
রাঙামাটির জেলা সরকারি গণগ্রন্থাগারে নববর্ষ উপলক্ষে বিভিন্ন প্রতিযোগিতায় অংশ নিতে আগ্রহীদের আহ্বান জানানো হয়েছে।,0,normal,0,['রাঙামাটির']
রাঙামাটিতে উৎসবমুখর পরিবেশে মারমা সম্প্রদায়ের ঐতিহ্যবাহী সাংগ্রাই জলোৎসব উদযাপিত হয়েছে।,0,normal,0,['রাঙামাটিতে']
"Rangamatir pahar, nodi ar prokritir majhe udjapito holo praner utsob Sangrai Jolutsob.",0,normal,0,[]
Rangamati te traditional Sangrai Water Festival anondo o harmonyr moddhe udjapito hoyeche.,0,normal,0,[]
